亜, ア ア シ ア, つ ぐ, châu Á; Xếp hạng tiếp theo; theo sau, đuổi theo, xảy đến; -người
阿, ア オ, お も ね る, châu Phi; nịnh nọt; Nô lệ; góc; Nook; Chỗ nghỉ
懲,チョウ,こりる こらす こらしめる,penal; chastise; punish; Kỷ luật
挑,チョウ,いどむ,challenge; contend for; make love to
暢,チョウ,のびる,stretch
潮,チョウ,しお うしお,tide; salt water; Cơ hội
眺,チョウ,ながめる,stare; watch; look at; see; Kiểm soát
聴,チョウ テイ,きく ゆるす,listen; headstrong; naughty; careful inquiry
脹,チョウ,はれる ふくらむ ふくれる,dilate; distend; bulge; fill out; sưng lên
腸,チョウ,はらわた,intestines; guts; bowels; Nội tạng
蝶,チョウ,,butterfly
跳,チョウ,はねる とぶ,hop; leap up; spring; jerk; prance; buck; splash; sputter; snap
勅,チョク,いましめる みことのり,imperial order
朕,チン,,majestic plural; imperial we
賃,チン,,fare; fee; hire; rent; wages; sạc điện
鎮,チン,しずめる しずまる おさえ,tranquilize; ancient peace-preservation centers
陳,チン,ひねる,exhibit; state; relate; Giải thích
津,シン,つ,haven; port; harbor; Bến phà
墜,ツイ,,crash; fall (down)
塚,チョウ,つか,hillock; Đồn
漬,シ,つける つかる,pickling; soak; moisten; Dốc
辻,,つじ,crossing; crossroad; street corners; (kokuji)
蔦,チョウ,つた,vine; ivy
釣,チョウ,つる つり つり-,angling; fish; catch; allure; ensnare
鶴,カク,つる,crane; stork
亭,テイ チン,,pavilion; restaurant; mansion; arbor; cottage; vaudeville; music hall; Tên giai đoạn
偵,テイ,,spy
貞,テイ,さだ,upright; chastity; constancy; Sự công bình
呈,テイ,,display; offer; present; send; Triển lãm
堤,テイ,つつみ,dike; bank; Kè
帝,テイ,みかど,sovereign; the emperor; god; người sáng tạo
廷,テイ,,courts; imperial court; government office
悌,テイ ダイ,,serving our elders
抵,テイ,,resist; reach; chạm
提,テイ チョウ ダイ,さげる,propose; take along; carry in hand
禎,テイ,さいわい ただしい,happiness
締,テイ,しまる しまり しめる,tighten; tie; shut; lock; đóng lại
艇,テイ,,rowboat; small boat
訂,テイ,,revise; correct; quyết định
逓,テイ,かわる たがいに,relay; in turn; gửi
邸,テイ,やしき,residence; Biệt thự
摘,テキ,つむ,pinch; pick; pluck; trim; clip; Tóm tắt
敵,テキ,かたき かなう,enemy; foe; phản đối
笛,テキ,ふえ,flute; clarinet; pipe; whistle; bagpipe; piccolo
哲,テツ,,philosophy; trong sáng
徹,テツ,,penetrate; clear; pierce; strike home; sit up (all night)
撤,テツ,,remove; withdraw; disarm; dismantle; reject; loại trừ
迭,テツ,,transfer; Sự xen kẽ
典,テン デン,,code; ceremony; law; qui định
展,テン,,unfold; Mở rộng
添,テン,そえる そう もえる もう,annexed; accompany; marry; suit; meet; satisfy; attach; append; garnish; theo gương
吐,ト,はく つく,spit; vomit; belch; confess; tell (lies)
斗,ト トウ,,Big Dipper; 10 sho (vol); sake dipper
奴,ド,やつ やっこ,guy; slave; manservant; Đồng bào
刀,トウ,かたな そり,sword; saber; dao
唐,トウ,から,Tang; China
悼,トウ,いたむ,lament; grieve over
搭,トウ,,board; load (a vehicle); dap xe
桃,トウ,もも,peach tree
棟,トウ,むね むな-,ridgepole; cây rơm
痘,トウ,,pox; Bệnh đậu mùa
糖,トウ,,sugar
統,トウ,すべる ほびる,overall; relationship; ruling; Quản trị
藤,トウ ドウ,ふじ,wistaria
討,トウ,うつ,chastise; attack; defeat; destroy; Chinh phục
謄,トウ,,mimeograph; Sao chép
豆,トウ ズ,まめ まめ-,beans; pea; Người nhỏ bé
踏,トウ,ふむ ふまえる,step; trample; carry through; appraise; evade payment
透,トウ,すく すかす すける とうる とうす,transparent; permeate; filter; Xâm nhập
陶,トウ,,pottery; Đồ sứ
騰,トウ,,inflation; advancing; đang đi
闘,トウ,たたかう あらそう,fight; Chiến tranh
洞,ドウ,ほら,den; cave; excavation
瞳,ドウ トウ,ひとみ,pupil
胴,ドウ,,trunk; torso; hull (ship); hub of wheel
峠,,とうげ,mountain peak; mountain pass; climax; crest; (kokuji)
匿,トク,かくまう,hide; shelter; cái khiên
徳,トク,,benevolence; virtue; goodness; commanding respect
督,トク,,coach; command; urge; lead; Giám sát
篤,トク,あつい,fervent; kind; cordial; serious; Cố ý
独,ドク トク,ひとり,single; alone; spontaneously; Germany
凸,トツ,でこ,convex; beetle brow; Không đồng đều
寅,イン,とら,sign of the tiger; 3-5AM; third sign of Chinese zodiac
酉,ユウ,とり,sign of the bird; west (sake rad); tenth sign of Chinese zodiac
屯,トン,,barracks; police station; trại
惇,シュン ジュン トン,あつい,sincere; kind; thận trọng
敦,トン タイ ダン チョウ,あつい,industry; kindliness
豚,トン,ぶた,pork; con lợn
奈,ナ ナイ ダイ,いかん からなし,Nara; what?
那,ナ ダ,なに なんぞ いかん,what?
鍋,カ,なべ,pot; pan; Ấm đun nước
縄,ジョウ,なわ ただす,straw rope; dây
楠,ナン ダン ゼン ネン,くす くすのき,camphor tree
尼,ニ,あま,nun
弐,ニ ジ,ふたつ そえ,II; two; thứ hai
虹,コウ,にじ,rainbow
如,ジョ ニョ,ごとし,likeness; like; such as; as if; better; best; công bằng
尿,ニョウ,,urine
妊,ニン ジン,はらむ みごもる,pregnancy
忍,ニン,しのぶ しのばせる,endure; bear; put up with; conceal; secrete; spy; Sneak
寧,ネイ,むしろ,rather; Tốt hơn
粘,ネン,ねばる,sticky; glutinous; greasy; Kiên trì
乃,ナイ ダイ ノ アイ,の すなわち なんじ,from; possessive particle; whereupon; Phù hợp
之,シ,の これ おいて ゆく この,of; điều này
納,ノウ ナッ ナ ナン トウ,おさめる おさまる,settlement; obtain; reap; pay; supply; cửa hàng
巴,ハ,ともえ うずまき,comma-design
把,ハ ワ,,grasp; faggot; bunch; counter for bundles
覇,ハ ハク,はたがしら,hegemony; supremacy; leadership; quán quân
派,ハ,,faction; group; party; clique; sect; trường học
婆,バ,ばば ばあ,old woman; grandma; vú nuôi
俳,ハイ,,haiku; diễn viên
廃,ハイ,すたれる すたる,abolish; obsolete; cessation; discarding; Từ bỏ
排,ハイ,,repudiate; exclude; expel; Từ chối
肺,ハイ,,lungs
輩,ハイ,やから やかい ともがら,comrade; fellow; people; Đồng hành
培,バイ,つちかう,cultivate; Nuôi dưỡng
媒,バイ,,mediator; go-between
梅,バイ,うめ,plum
賠,バイ,,compensation; Bồi thường
陪,バイ,,obeisance; follow; accompany; attend on
萩,シュウ,はぎ,bush clover
伯,ハク,,chief; count; earl; uncle; Brazil
博,ハク バク,,Dr.; command; esteem; win acclaim; Ph.D.; exposition; hội chợ
拍,ハク ヒョウ,,clap; beat (music)
舶,ハク,,liner; tàu
迫,ハク,せまる,urge; force; imminent; spur on
漠,バク,,vague; obscure; desert; rộng
縛,バク,しばる,truss; arrest; bind; tie; Kiềm chế
肇,チョウ ジョウ トウ,はじめる はじめ,beginning
鉢,ハチ ハツ,,bowl; rice tub; pot; Vương miện
伐,バツ ハツ カ ボチ,きる そむく うつ,fell; strike; attack; trừng phạt
罰,バツ バチ ハツ,ばっする,penalty; Hình phạt
閥,バツ,,clique; lineage; pedigree; faction; Gia tộc
鳩,キュウ ク,はと あつめる,pigeon; dove
隼,シュン ジュン,はやぶさ,falcon
伴,ハン バン,ともなう,consort; accompany; bring with; Đồng hành
帆,ハン,ほ,sail
搬,ハン,,conveyor; carry; vận chuyển
班,ハン,,squad; corps; unit; nhóm
畔,ハン,あぜ,paddy-ridge; levee
繁,ハン,しげる しげく,luxuriant; thick; overgrown; frequency; complexity; rắc rối
藩,ハン,,clan; bao vây
範,ハン,,pattern; example; mô hình
煩,ハン ボン,わずらう わずらわす,anxiety; trouble; worry; pain; ill; annoy; nuisance; irksome
頒,ハン,わかつ,distribute; disseminate; partition; hiểu không
盤,バン,,tray; shallow bowl; platter; tub; board; phonograph record
蛮,バン,えびす,barbarian
卑,ヒ,いやしい いやしむ いやしめる,lowly; base; vile; Khiếm nhã
妃,ヒ,きさき,queen; công chúa
扉,ヒ,とびら,front door; title page; Trang đầu
批,ヒ,,criticism; đình công
披,ヒ,,expose; mở
斐,ヒ イ,,beautiful; Có mẫu
泌,ヒツ ヒ,,ooze; flow; soak in; penetrate; Tiết ra
碑,ヒ,いしぶみ,tombstone; monument
秘,ヒ,ひめる ひそか かくす,secret; Che giấu
緋,ヒ,あけ あか,scarlet; Hồng y
罷,ヒ,まかり- やめる,quit; stop; leave; withdraw; đi
肥,ヒ,こえる こえ こやす こやし ふとる,fertilizer; get fat; fertile; manure; pamper
避,ヒ,さける よける,evade; avoid; avert; ward off; shirk; shun
尾,ビ,お,tail; end; counter for fish; lower slope of mountain
微,ビ,かすか,delicate; minuteness; Không đáng kể
彦,ゲン,ひこ,lad; boy (ancient)
姫,キ,ひめ ひめ-,princess
俵,ヒョウ,たわら,bag; bale; sack; counter for bags
標,ヒョウ,しるべ しるし,signpost; seal; mark; stamp; imprint; symbol; emblem; trademark; evidence; souvenir; Mục tiêu
漂,ヒョウ,ただよう,drift; float (on liquid)
票,ヒョウ,,ballot; label; ticket; ký tên
評,ヒョウ,,evaluate; criticism; bình luận
描,ビョウ,えがく かく,sketch; compose; write; draw; Sơn
苗,ビョウ ミョウ,なえ なわ-,seedling; sapling; bắn
彬,ヒン フン,うるわしい あきらか,refined; dịu dàng
浜,ヒン,はま,seacoast; beach; Bờ biển
賓,ヒン,,V.I.P.; khách
頻,ヒン,しきりに,repeatedly; Tái diễn
敏,ビン,さとい,cleverness; agile; Cảnh báo
扶,フ,たすける,aid; help; hỗ trợ
敷,フ,しく,spread; pave; sit; Ban hành
腐,フ,くさる くされる くされ くさらす くさす,rot; decay; chua
芙,フ,,lotus; Mt Fuji
譜,フ,,musical score; music; note; staff; table; phả hệ
賦,フ ブ,,levy; ode; prose; poem; tribute; Phần
赴,フ,おもむく,proceed; get; become; có xu hướng
附,フ,つける つく,affixed; attach; refer to; append
侮,ブ,あなどる あなずる,scorn; despise; make light of; Khinh thường
楓,フウ,かえで,maple
蕗,ロ ル,ふき,butterbur; bog rhubarb
伏,フク,ふせる ふす,prostrated; bend down; bow; cover; lay (pipes)
覆,フク,おおう くつがえす くつがえる,capsize; cover; shade; mantle; be ruined
噴,フン,ふく,erupt; spout; emit; tuôn ra
墳,フン,,tomb; Đồn
憤,フン,いきどおる,aroused; resent; be indignant; Sự phẫn nộ
奮,フン,ふるう,stirred up; be invigorated; Phát triển
紛,フン,まぎれる まぎらす まぎらわす まぎらわしい,distract; be mistaken for; go astray; Chuyển hướng
雰,フン,,atmosphere; Sương mù
丙,ヘイ,ひのえ,third class; 3rd; 3rd calendar sign
併,ヘイ,あわせる,join; get together; unite; Tập thể
塀,ヘイ ベイ,,fence; wall; (kokuji)
幣,ヘイ,ぬさ,cash; bad habit; humble prefix; gift; Shinto offerings of cloth; rope; cut paper
弊,ヘイ,,abuse; evil; vice; breakage
柄,ヘイ,がら え つか,design; pattern; build; nature; handle; crank; grip; knob; Trục
陛,ヘイ,,highness; steps (of throne)
頁,ケツ,ぺえじ おおがい かしら,page; Lá
壁,ヘキ,かべ,wall; lining (stomach); hàng rào
癖,ヘキ,くせ くせに,mannerism; habit; vice; trait; fault; kink
碧,ヘキ ヒャク,,blue; màu xanh lá
偏,ヘン,かたよる,partial; side; left-side radical; inclining; Thiên vị
遍,ヘン,あまねく,everywhere; times; widely; nói chung là
弁,ベン ヘン,わきまえる わける はなびら あらそう,valve; petal; braid; speech; dialect; discrimination; dispose of; phân biệt
保,ホ ホウ,たもつ,protect; guarantee; keep; preserve; sustain; ủng hộ
舗,ホ,,shop; cửa hàng
甫,ホ フ,はじめて,for the first time; not until
輔,ホ フ,たすける,help
穂,スイ,ほ,ear; ear (grain); head; crest (wave)
墓,ボ,はか,grave; mộ
慕,ボ,したう,pining; yearn for; love dearly; Yêu thích
簿,ボ,,register; record book
倣,ホウ,ならう,emulate; theo gương
俸,ホウ,,stipend; Lương
奉,ホウ ブ,たてまつる まつる ほうずる,observance; offer; present; dâng hiến
峰,ホウ,みね ね,summit; Cao điểm
崩,ホウ,くずれる くずす,crumble; die; demolish; cấp độ
朋,ホウ,とも,companion; người bạn
泡,ホウ,あわ,bubbles; foam; suds; Bọt
砲,ホウ,,cannon; Súng
縫,ホウ,ぬう,sew; stitch; thêu
胞,ホウ,,placenta; sac; Vỏ bọc
芳,ホウ,かんばしい,perfume; balmy; flavorable; thơm
萌,ホウ,もえる きざす めばえ きざし,show symptoms of; sprout; bud; Mạch nha
褒,ホウ,ほめる,praise; Ca tụng
邦,ホウ,くに,home country; country; Japan
飽,ホウ,あきる あかす あく,sated; tired of; bored; satiate
乏,ボウ,とぼしい ともしい,destitution; scarce; Giới hạn
傍,ボウ,かたわら わき おか- はた そば,bystander; side; besides; while; nearby; 3rd person
剖,ボウ,,divide
妨,ボウ,さまたげる,disturb; prevent; hamper; Cản trở
房,ボウ,ふさ,tassel; tuft; fringe; bunch; lock (hair); segment (orange); house; phòng
某,ボウ,それがし なにがし,so-and-so; one; a certain; người đó
冒,ボウ,おかす,risk; face; defy; dare; damage; assume (a name)
紡,ボウ,つむぐ,spinning
肪,ボウ,,obese; mập
膨,ボウ,ふくらむ ふくれる,swell; get fat; dày
謀,ボウ ム,はかる たばかる はかりごと,conspire; cheat; impose on; plan; devise; scheme; have in mind; lừa dối
僕,ボク,しもべ,me; I (male)
墨,ボク,すみ,black ink; India ink; ink stick; Mexico
撲,ボク,,slap; strike; hit; beat; tell; nói
朴,ボク,ほう ほお,crude; simple; plain; Ngoan ngoãn
牧,ボク,まき,breed; care for; shepherd; feed; Đồng cỏ
睦,ボク モク,むつまじい むつむ むつぶ,intimate; friendly; Hài hòa
没,ボツ モツ,おぼれる しずむ ない,drown; sink; hide; fall into; disappear; die
堀,クツ,ほり,ditch; moat; con kênh
奔,ホン,,bustle; chạy
翻,ホン ハン,ひるがえる ひるがえす,flip; turn over; wave; flutter; change (mind)
凡,ボン ハン,およそ おうよそ すべて,mediocre
盆,ボン,,basin; lantern festival; cái mâm
摩,マ,まする さする する,chafe; rub; polish; grind; Cạo
魔,マ,,witch; demon; ác quỉ
麻,マ マア,あさ,hemp; flax
槙,テン シン,まき こずえ,twig; ornamental evergreen
幕,マク バク,,curtain; bunting; act of play
膜,マク,,membrane
亦,エキ ヤク,また,also; lần nữa
又,ユウ,また また- またの-,or again; furthermore; Mặt khác
抹,マツ,,rub; paint; Xoá
迄,キツ,まで およぶ,until; up to; as far as; Đến mức
繭,ケン,まゆ きぬ,cocoon
麿,,まろ,I; you; (kokuji)
慢,マン,,ridicule; laziness
漫,マン,みがりに,cartoon; involuntarily; in spite of oneself; Tham nhũng
魅,ミ,,fascination; charm; Quấy rối
巳,シ,み,sign of the snake or serpent; 9-11AM; sixth sign of Chinese zodiac
岬,コウ,みさき,headland; cape; spit; promontory
密,ミツ,ひそか,secrecy; density (pop); minuteness; Cẩn thận
稔,ネン ジン ニン,みのる みのり,harvest; Chín muồi
脈,ミャク,すじ,vein; pulse; mong
妙,ミョウ ビョウ,たえ,exquisite; strange; queer; mystery; miracle; excellent; delicate; duyên dáng
矛,ム ボウ,ほこ,halberd; arms; festival float
霧,ム ボウ ブ,きり,fog; sương mù
婿,セイ,むこ,bridegroom; son-in-law
盟,メイ,,alliance; tuyên thệ
銘,メイ,,inscription; signature (of artisan)
滅,メツ,ほろびる ほろぶ ほろぼす,destroy; ruin; overthrow; Hư mất
免,メン,まぬかれる まぬがれる,excuse; Sa thải
模,モ ボ,,imitation; copy; chế nhạo
茂,モ,しげる,overgrown; grow thick; be luxuriant
妄,モウ ボウ,みだりに,delusion; unnecessarily; without authority; liều lĩnh
孟,モウ ボウ ミョウ,かしら,chief; Bắt đầu
猛,モウ,,fierce; rave; rush; become furious; wildness; sức mạnh
盲,モウ,めくら,blind; blind man; Ngu dốt
網,モウ,あみ,netting; Mạng
耗,モウ コウ カウ,,decrease
黙,モク ボク,だまる もだす,silence; become silent; stop speaking; leave as is
紋,モン,,family crest; số liệu
匁,,もんめ め ひゃくめ,monme; 3.75 grams; (kokuji)
也,ヤ エ,なり か また,to be (classical)
耶,ヤ ジャ,か,question mark
弥,ミ ビ,いや や あまねし いよいよ とおい ひさし ひさしい わたる,all the more; ngày càng
矢,シ,や,dart; Mũi tên
厄,ヤク,,unlucky; misfortune; bad luck; thảm họa
訳,ヤク,わけ,translate; reason; circumstance; Trường hợp
躍,ヤク,おどる,leap; dance; Bỏ qua
靖,セイ ジョウ,やすんじる,peaceful
柳,リュウ,やなぎ,willow
愉,ユ,たのしい たのしむ,pleasure; happy; hân hoan
癒,ユ,いえる いやす,healing; cure; quench (thirst); Làm phiền
諭,ユ,さとす,rebuke; admonish; charge; warn; truy vấn
唯,ユイ イ,ただ,solely; only; merely; đơn giản
佑,ユウ ウ,たすける,help; hỗ trợ
幽,ユウ,,seclude; confine to a room
悠,ユウ,,permanence; distant; long time; Giải trí
憂,ユウ,うれえる うれい うい うき,melancholy; grieve; lament; be anxious; sad; không vui
猶,ユウ ユ,なお,furthermore; still; chưa
祐,ユウ ウ,たすける,help
裕,ユウ,,abundant; rich; phì nhiêu
誘,ユウ イウ,さそう いざなう,entice; lead; tempt; invite; ask; call for; seduce; Quyến rũ
雄,ユウ,お- おす おん,masculine; male; hero; leader; superiority; xuất sắc
融,ユウ,とける とかす,dissolve; Tan chảy
誉,ヨ,ほまれ ほめる,reputation; praise; honor; Vinh quang
庸,ヨウ,,commonplace; ordinary; Việc làm
揚,ヨウ,あげる あがる,hoist; fry in deep fat
揺,ヨウ,ゆれる ゆる ゆらぐ ゆるぐ ゆする ゆさぶる ゆすぶる うごく,swing; shake; sway; rock; tremble; rung
擁,ヨウ,,hug; embrace; possess; protect; chì
窯,ヨウ,かま,kiln; oven; lò lửa
羊,ヨウ,ひつじ,sheep
蓉,ヨウ,,lotus
謡,ヨウ,うたい うたう,noh chanting
遥,ヨウ,はるか,far off; distant; từ lâu
養,ヨウ リョウ,やしなう,foster; bring up; rear; develop; Nuôi dưỡng
抑,ヨク,おさえる,repress; well; now; in the first place; push; shove; press; seal; do in spite of
翼,ヨク,つばさ,wing; plane; hông
羅,ラ,,gauze; thin silk; Rome
裸,ラ,はだか,naked; nude; uncovered; partially clothed
雷,ライ,かみなり,thunder; lightening bolt
酪,ラク,,dairy products; whey; broth; Nước hoa quả
嵐,ラン,あらし,storm; Cơn bão
欄,ラン,てすり,column; handrail; blank; không gian
濫,ラン,みだりに みだりがましい,excessive; overflow; trải ra
藍,ラン,あい,indigo
蘭,ラン ラ,,orchid; Holland
覧,ラン,みる,perusal; xem
吏,リ,,officer; an official
履,リ,はく,footgear; shoes; boots; put on (the feet
李,リ,すもも,plum
梨,リ,なし,pear tree
璃,リ,,glassy; lapis lazuli
痢,リ,,diarrhea
里,リ,さと,ri; village; parents home; liên đoàn
離,リ,はなれる はなす,detach; separation; disjoin; Nói dối
率,ソツ リツ シュツ,ひきいる,ratio; rate; proportion; %; coefficient; hệ số
硫,リュウ,,sulphur
隆,リュウ,,hump; high; noble; sự phồn thịnh
竜,リュウ リョウ ロウ,たつ いせ,dragon; Đế quốc
慮,リョ,おもんぱくる おもんぱかる,prudence; thought; concern; consider; deliberate; nỗi sợ
虜,リョ ロ,とりこ とりく,captive; barbarian; low epithet for the enemy
亮,リョウ,あきらか,clear; Cứu giúp
僚,リョウ,,colleague; official; Đồng hành
寮,リョウ,,dormitory; hostel; villa; tea pavillion
猟,リョウ レフ,かり かる,game-hunting; shooting; game; túi
糧,リョウ ロウ,かて,provisions; food; bánh mỳ
諒,リョウ,あきらか まことに,fact; reality; understand; đánh giá
遼,リョウ,,distant
陵,リョウ,みささぎ,mausoleum; imperial tomb
倫,リン,,ethics; Đồng hành
厘,リン,,rin; 1/10sen; 1/10bu
臨,リン,のぞむ,look to; face; meet; confront; attend; Gọi vào
隣,リン,となる となり,neighboring
瑠,ル リュウ,,lapis lazuli
塁,ルイ ライ スイ,とりで,bases; fort; rampart; walls; base(ball)
累,ルイ,,accumulate; involvement; trouble; tie up; Liên tục
伶,レイ リョウ,わざおぎ,actor
励,レイ,はげむ はげます,encourage; be diligent; Truyền cảm hứng
嶺,レイ リョウ,,peak; Hội nghị thượng đỉnh
怜,レイ レン リョウ,あわれむ さとい,wise
玲,レイ,,sound of jewels
鈴,レイ リン,すず,small bell; Buzzer
隷,レイ,したがう しもべ,slave; servant; prisoner; criminal; Người đi theo
霊,レイ リョウ,たま,spirits; Linh hồn
麗,レイ,うるわしい うららか,lovely; Đồng hành
暦,レキ,こよみ,calendar; Almanac
劣,レツ,おとる,inferiority; be inferior to; be worse
烈,レツ,はげしい,ardent; violent; vehement; furious; severe; cực
裂,レツ,さく さける,split; rend; nước mắt
廉,レン,,bargain; reason; charge; suspicion; point; account; purity; honest; low price; cheap; rested; contented; bình yên
錬,レン,ねる,tempering; refine; drill; train; đánh bóng
呂,ロ リョ,せぼね,spine; xương sống
炉,ロ,いろり,hearth; furnace; kiln; Lò phản ứng
露,ロ ロウ,つゆ,dew; tears; expose; Russia
廊,ロウ,,corridor; hall; Tháp
朗,ロウ,ほがらか あきらか,melodious; clear; bright; serene; vui lòng
楼,ロウ,たかどの,watchtower; lookout; tòa nhà cao
浪,ロウ,,wandering; waves; billows
漏,ロウ,もる もれる もらす,leak; escape; thời gian
郎,ロウ リョウ,おとこ,son; counter for sons
禄,ロク,さいわい ふち,fief; allowance; pension; grant; Niềm hạnh phúc
賄,ワイ,まかなう,bribe; board; supply; tài chính
惑,ワク,まどう,beguile; delusion; perplexity
枠,,わく,frame; framework; spindle; spool; bounding-box; (kokuji)
亘,コウ カン,わたる もとめる,span; yêu cầu
侑,ユウ ウ,すすめる たすける,urge to eat
洸,コウ,,sparkling water
洵,ジュン シュン,のぶ まことに,alike; Sự thật
瑶,ヨウ,たま,beautiful as a jewel
皓,コウ,しろい ひかる,white; trong sáng
眸,ボウ ム,ひとみ,pupil of the eye
籠,ロウ ル,かご こめる こもる こむ,basket; devote oneself; seclude oneself; cage; coop; bao hàm
翔,ショウ,かける とぶ,soar; bay
肛,コウ,,anus
脩,シュウ,おさめる ながい ほじし,dried meat
茉,マツ バツ マ,,jasmine
莉,リ ライ レイ,,jasmine
赳,キュウ,,strong and brave
迪,テキ,みち みちびく すすむ いたる,edify; way; con đường
頌,ショウ ジュ ヨウ,かたち たたえる ほめる,eulogy
