愛, ア イ, い と し い, tình yêu; Tình cảm; Yêu thích
葉,ヨウ,は,leaf; plane; lobe; needle; blade; spear; counter for flat things; fragment; cái
要,ヨウ,いる,need; main point; essence; pivot; key to
踊,ヨウ,おどる,jump; dance; leap; Bỏ qua
陽,ヨウ,ひ,sunshine; yang principle; positive; male; heaven; Ban ngày
欲,ヨク,ほっする ほしい,longing; covetousness; greed; passion; desire; Ái dục
浴,ヨク,あびる あびせる,bathe; be favored with; bask in
翌,ヨク,,the following; kế tiếp
頼,ライ,たのむ たのもしい たよる,trust; yêu cầu
絡,ラク,からむ からまる,entwine; coil around; get caught in
落,ラク,おちる おち おとす,fall; drop; đi xuống
乱,ラン ロン,みだれる みだる みだす みだ おさめる わたる,riot; war; disorder; Quấy rầy
卵,ラン,たまご,egg; ovum; spawn; roe
利,リ,きく,profit; advantage; lợi ích
裏,リ,うら,back; amidst; in; reverse; inside; palm; sole; rear; lining; nhầm bên
陸,リク ロク,おか,land; sáu
律,リツ リチ レツ,,rhythm; law; regulation; gauge; điều khiển
略,リャク,ほぼ おかす おさめる はかりごと はかる はぶく りゃくす りゃくする,abbreviation; omission; outline; shorten; capture; Cướp bóc
流,リュウ ル,ながれる ながれ ながす,current; a sink; flow; Mất tiền
留,リュウ ル,とめる とまる とどめる とどまる るうぶる,detain; fasten; halt; dừng lại
粒,リュウ,つぶ,grains; drop; counter for tiny particles
了,リョウ,,complete; hoàn thành
両,リョウ,てる ふたつ,both; old Japanese coin; counter for vehicles; hai
涼,リョウ,すずしい すずむ すずやか うすい ひやす まことに,refreshing; nice and cool
療,リョウ,,heal; chữa khỏi
良,リョウ,よい いい,good; pleasing; Có kỹ năng
量,リョウ,はかる,quantity; measure; weight; amount; consider; estimate; surmise
領,リョウ,,jurisdiction; dominion; territory; fief; Cai trị
緑,リョク ロク,みどり,green
林,リン,はやし,grove; rừng
輪,リン,わ,wheel; ring; circle; link; loop; counter for wheels and flowers
涙,ルイ レイ,なみだ,tears; cảm thông
類,ルイ,たぐい,sort; kind; variety; class; Chi
令,レイ,,orders; ancient laws; command; Nghị định
例,レイ,たとえる,example; custom; usage; Tiền lệ
冷,レイ,つめたい ひえる ひや ひややか ひやす ひやかす さめる さます,cool; cold (beer person); Làm lạnh
礼,レイ ライ,,salute; bow; ceremony; thanks; Tiền công
零,レイ,ぜろ こぼす こぼれる,zero; spill; overflow; nothing; cipher
齢,レイ,よわい とし,age
歴,レキ レッキ,,curriculum; continuation; thời gian trôi qua
列,レツ レ,,file; row; rank; tier; cột
恋,レン,こう こい こいしい,romance; in love; yearn for; miss; Cục cưng
練,レン,ねる ねり,practice; gloss; train; drill; polish; lọc
連,レン,つらなる つらねる つれる,take along; lead; join; connect; party; gang; clique
路,ロ ル,みち,path; route; road; khoảng cách
労,ロウ,ろうする いたわる いたずき ねぎら つかれる ねぎらう,labor; thank for; reward for; toil; rắc rối
老,ロウ,おいる ふける,old man; old age; già đi
録,ロク,,record
論,ロン,,argument; đàm luận
和,ワ オ カ,やわらぐ やわらげる なごむ なごやか,harmony; Japanese style; peace; soften; Japan
湾,ワン,いりえ,gulf; bay; Lối vào
腕,ワン,うで,arm; ability; năng lực
